age,workclass,education,marital_status,occupation,race,sex,work_hours_per_week,native_country,income_morethan_50k
47, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, White, Male,60, United-States,TRUE
26, Private, Bachelors, Never-married, Adm-clerical, White, Male,45, United-States,FALSE
35, Private, 11th, Never-married, Other-service, Amer-Indian-Eskimo, Male,40, United-States,FALSE
36, Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Male,38, United-States,FALSE
47, Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Male,40, United-States,TRUE
17, Private, 11th, Never-married, Other-service, Black, Female,25, United-States,FALSE
35, Private, Some-college, Married-civ-spouse, Prof-specialty, White, Male,60, United-States,FALSE
33, Private, Masters, Never-married, Prof-specialty, White, Male,20, United-States,FALSE
25, Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, White, Female,40, United-States,FALSE
18, Private, 10th, Never-married, Sales, White, Male,10, United-States,FALSE
47, State-gov, Masters, Separated, Prof-specialty, White, Male,38, United-States,FALSE
44, Private, HS-grad, Widowed, Other-service, Black, Female,30, United-States,FALSE
41, Private, HS-grad, Divorced, Other-service, White, Female,30, United-States,FALSE
30, Private, Bachelors, Never-married, Adm-clerical, White, Female,40, United-States,FALSE
53, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, White, Male,50, United-States,FALSE
53, Private, HS-grad, Widowed, Other-service, Black, Female,20, United-States,FALSE
40, Private, HS-grad, Married-civ-spouse, Sales, White, Female,20, United-States,FALSE
24, Private, Some-college, Never-married, Adm-clerical, White, Male,24, United-States,FALSE
27, Private, Bachelors, Never-married, Sales, White, Male,40, United-States,FALSE
50, Private, 5th-6th, Married-civ-spouse, Transport-moving, White, Male,37, Mexico,FALSE
36, Private, 11th, Married-civ-spouse, Craft-repair, White, Male,50, United-States,FALSE
41, Private, 1st-4th, Married-civ-spouse, Machine-op-inspct, White, Male,40, Mexico,TRUE
41, Private, Masters, Never-married, Prof-specialty, White, Female,40, United-States,FALSE
31, Private, HS-grad, Never-married, Other-service, White, Female,40, United-States,FALSE
32, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,40, United-States,FALSE
22, Private, Some-college, Never-married, Machine-op-inspct, White, Male,48, United-States,FALSE
22, Private, 10th, Divorced, Craft-repair, White, Male,40, United-States,FALSE
18, Local-gov, 12th, Never-married, Prof-specialty, White, Male,30, United-States,FALSE
39, Private, Bachelors, Married-civ-spouse, Prof-specialty, Black, Male,30, United-States,FALSE
38, Private, HS-grad, Married-civ-spouse, Exec-managerial, White, Female,55, United-States,FALSE
35, State-gov, HS-grad, Married-civ-spouse, Craft-repair, White, Male,40, United-States,FALSE
23, Private, Some-college, Never-married, Machine-op-inspct, White, Male,40, United-States,FALSE
54, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,40, United-States,TRUE
36, Private, Masters, Married-civ-spouse, Prof-specialty, White, Male,60, United-States,TRUE
63, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, White, Male,55, United-States,FALSE
39, Private, Some-college, Married-civ-spouse, Exec-managerial, White, Male,48, United-States,FALSE
57, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, White, Male,60, United-States,TRUE
58, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, White, Male,50, United-States,TRUE
29, Private, Bachelors, Never-married, Adm-clerical, Asian-Pac-Islander, Female,40, Japan,FALSE
17, Private, 11th, Never-married, Sales, White, Female,20, United-States,FALSE
40, Private, HS-grad, Divorced, Craft-repair, White, Male,40, United-States,FALSE
69, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, White, Female,15, United-States,FALSE
28, Private, 10th, Divorced, Sales, White, Female,40, United-States,FALSE
38, Private, 9th, Married-civ-spouse, Craft-repair, White, Male,40, United-States,FALSE
44, Private, Prof-school, Never-married, Prof-specialty, White, Male,40, United-States,TRUE
45, Local-gov, Prof-school, Divorced, Prof-specialty, Black, Female,40, United-States,FALSE
33, State-gov, Bachelors, Married-civ-spouse, Adm-clerical, Black, Male,40, United-States,FALSE
41, Local-gov, Some-college, Married-civ-spouse, Other-service, White, Male,40, United-States,TRUE
37, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, White, Male,60, United-States,TRUE
50, Private, Some-college, Married-civ-spouse, Sales, White, Male,45, United-States,TRUE
48, Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Male,50, United-States,FALSE
26, ?, HS-grad, Never-married, ?, Black, Female,40, United-States,FALSE
36, Private, Some-college, Married-civ-spouse, Exec-managerial, White, Male,60, United-States,TRUE
21, Private, Some-college, Never-married, Other-service, White, Female,37, United-States,FALSE
37, Private, Assoc-acdm, Married-civ-spouse, Farming-fishing, White, Male,40, United-States,FALSE
20, State-gov, Some-college, Never-married, Prof-specialty, White, Female,20, United-States,FALSE
54, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, White, Female,30, United-States,FALSE
28, Private, HS-grad, Separated, Sales, White, Female,40, United-States,FALSE
27, Private, Some-college, Never-married, Prof-specialty, White, Male,40, United-States,FALSE
33, Private, Assoc-voc, Never-married, Other-service, Black, Female,40, United-States,FALSE
46, ?, HS-grad, Married-civ-spouse, ?, White, Male,40, United-States,FALSE
28, ?, 11th, Divorced, ?, White, Female,58, Canada,FALSE
17, ?, 10th, Never-married, ?, White, Male,40, United-States,FALSE
40, Self-emp-not-inc, Prof-school, Never-married, Prof-specialty, White, Male,45, United-States,TRUE
47, Private, Masters, Married-civ-spouse, Sales, White, Male,40, United-States,TRUE
44, Private, 1st-4th, Never-married, Machine-op-inspct, White, Female,40, El-Salvador,FALSE
25, Private, 12th, Never-married, Handlers-cleaners, White, Male,43, United-States,FALSE
35, Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Male,55, United-States,FALSE
29, Private, Some-college, Married-civ-spouse, Sales, White, Female,25, United-States,FALSE
30, Private, HS-grad, Divorced, Machine-op-inspct, White, Male,40, United-States,FALSE
30, Private, Some-college, Married-civ-spouse, Handlers-cleaners, White, Male,40, United-States,FALSE
56, Self-emp-not-inc, 7th-8th, Divorced, Other-service, White, Female,40, United-States,FALSE
25, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, White, Male,30, United-States,FALSE
28, Private, HS-grad, Never-married, Handlers-cleaners, Black, Male,40, United-States,FALSE
43, Self-emp-not-inc, 9th, Married-civ-spouse, Craft-repair, White, Male,40, United-States,FALSE
47, Local-gov, HS-grad, Married-civ-spouse, Protective-serv, White, Male,60, United-States,TRUE
46, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, White, Male,40, United-States,FALSE
41, State-gov, Masters, Divorced, Prof-specialty, White, Female,35, United-States,FALSE
38, Federal-gov, Assoc-acdm, Married-civ-spouse, Adm-clerical, White, Female,33, United-States,TRUE
29, Private, HS-grad, Never-married, Protective-serv, Black, Male,40, United-States,FALSE
25, Private, 5th-6th, Never-married, Craft-repair, White, Male,40, Mexico,FALSE
56, Private, 11th, Married-civ-spouse, Craft-repair, White, Male,45, United-States,FALSE
31, Private, 7th-8th, Married-civ-spouse, Handlers-cleaners, White, Male,40, United-States,FALSE
22, Private, 11th, Never-married, Other-service, White, Male,40, United-States,FALSE
31, Private, HS-grad, Never-married, Handlers-cleaners, White, Male,40, United-States,FALSE
28, Private, Some-college, Separated, Adm-clerical, White, Female,40, United-States,FALSE
53, Private, Bachelors, Married-civ-spouse, Exec-managerial, Black, Male,40, United-States,FALSE
45, Private, Masters, Divorced, Exec-managerial, White, Female,50, United-States,TRUE
71, Private, Preschool, Widowed, Craft-repair, Black, Male,10, United-States,FALSE
65, ?, HS-grad, Widowed, ?, White, Female,40, United-States,FALSE
39, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male,50, United-States,TRUE
19, Federal-gov, HS-grad, Married-AF-spouse, Sales, White, Female,40, United-States,FALSE
34, Local-gov, Bachelors, Divorced, Prof-specialty, White, Female,40, United-States,FALSE
36, Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Male,45, United-States,FALSE
40, Private, HS-grad, Married-spouse-absent, Other-service, White, Female,40, United-States,FALSE
90, Private, Some-college, Separated, Adm-clerical, White, Female,40, Puerto-Rico,FALSE
56, Private, Prof-school, Married-civ-spouse, Exec-managerial, White, Male,16, United-States,FALSE
21, Private, HS-grad, Never-married, Prof-specialty, White, Female,40, United-States,FALSE
48, Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,45, United-States,TRUE
45, Private, Some-college, Separated, Adm-clerical, White, Female,27, United-States,FALSE
46, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male,40, United-States,TRUE
64, Private, 10th, Separated, Other-service, White, Female,35, United-States,FALSE
29, Local-gov, Masters, Never-married, Prof-specialty, Asian-Pac-Islander, Male,40, Taiwan,FALSE
22, Private, HS-grad, Divorced, Tech-support, White, Female,30, Germany,FALSE
47, Private, HS-grad, Married-civ-spouse, Transport-moving, White, Male,48, Italy,TRUE
67, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,75, United-States,TRUE
43, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, White, Male,40, United-States,FALSE
42, Private, Some-college, Married-civ-spouse, Sales, White, Male,40, United-States,FALSE
31, Private, Some-college, Married-civ-spouse, Other-service, White, Male,50, United-States,FALSE
53, Private, 11th, Divorced, Other-service, White, Female,40, United-States,FALSE
81, Private, 9th, Widowed, Priv-house-serv, Black, Female,5, United-States,FALSE
33, Local-gov, HS-grad, Divorced, Adm-clerical, White, Female,40, United-States,FALSE
17, Private, 12th, Never-married, Other-service, White, Female,8, United-States,FALSE
55, Self-emp-inc, Prof-school, Married-civ-spouse, Exec-managerial, White, Male,50, ?,TRUE
28, Private, HS-grad, Never-married, Handlers-cleaners, White, Male,30, United-States,FALSE
24, Private, Some-college, Never-married, Sales, White, Female,40, United-States,FALSE
40, Private, HS-grad, Separated, Adm-clerical, White, Female,45, United-States,FALSE
30, Local-gov, Masters, Never-married, Adm-clerical, White, Female,40, United-States,FALSE
24, Private, 11th, Never-married, Machine-op-inspct, White, Female,40, United-States,FALSE
26, Private, Masters, Married-civ-spouse, Sales, White, Female,40, United-States,FALSE
38, Private, Some-college, Divorced, Sales, White, Female,38, United-States,FALSE
30, Private, HS-grad, Married-civ-spouse, Tech-support, White, Male,40, United-States,TRUE
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,50, United-States,FALSE
40, Private, HS-grad, Married-civ-spouse, Sales, White, Male,60, United-States,TRUE
63, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, White, Male,98, United-States,FALSE
23, Private, 7th-8th, Never-married, Craft-repair, White, Male,36, United-States,FALSE
56, Private, HS-grad, Divorced, Craft-repair, Black, Male,40, United-States,FALSE
42, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, White, Male,60, United-States,FALSE
40, Private, HS-grad, Never-married, Craft-repair, White, Male,40, Canada,FALSE
49, Private, Assoc-acdm, Married-civ-spouse, Sales, White, Female,40, United-States,TRUE
35, Private, HS-grad, Married-spouse-absent, Craft-repair, Asian-Pac-Islander, Male,40, ?,FALSE
52, Private, HS-grad, Divorced, Machine-op-inspct, Black, Female,35, United-States,FALSE
28, Private, Bachelors, Never-married, Adm-clerical, White, Female,40, United-States,FALSE
35, Private, 10th, Married-civ-spouse, Transport-moving, White, Male,70, United-States,FALSE
21, ?, Some-college, Never-married, ?, White, Female,5, United-States,FALSE
43, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, White, Male,35, United-States,FALSE
32, ?, Assoc-voc, Never-married, ?, White, Female,2, United-States,FALSE
29, Self-emp-not-inc, Prof-school, Never-married, Prof-specialty, White, Male,50, Italy,TRUE
23, Private, Bachelors, Never-married, Machine-op-inspct, White, Male,25, United-States,FALSE
50, Local-gov, Some-college, Married-civ-spouse, Adm-clerical, White, Male,48, United-States,FALSE
34, Private, Some-college, Never-married, Other-service, Black, Male,40, United-States,FALSE
19, Private, HS-grad, Never-married, Other-service, White, Male,40, United-States,FALSE
47, Private, 11th, Married-civ-spouse, Machine-op-inspct, Black, Female,40, United-States,FALSE
37, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, White, Male,40, United-States,FALSE
25, Private, HS-grad, Never-married, Sales, Black, Female,35, United-States,FALSE
75, Private, Some-college, Married-civ-spouse, Exec-managerial, White, Male,35, United-States,TRUE
24, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male,40, United-States,FALSE
28, State-gov, Bachelors, Never-married, Tech-support, Asian-Pac-Islander, Male,20, United-States,FALSE
17, Local-gov, 11th, Never-married, Other-service, White, Female,16, United-States,FALSE
31, Private, HS-grad, Never-married, Craft-repair, Black, Male,40, United-States,FALSE
31, Private, Preschool, Never-married, Other-service, White, Female,35, Mexico,FALSE
18, ?, HS-grad, Never-married, ?, White, Male,10, United-States,FALSE
45, Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Male,55, United-States,TRUE
31, Private, HS-grad, Never-married, Craft-repair, White, Male,42, United-States,FALSE
27, Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Male,42, United-States,TRUE
48, Private, Some-college, Widowed, Exec-managerial, Black, Female,38, United-States,FALSE
22, ?, HS-grad, Married-civ-spouse, ?, White, Female,22, United-States,FALSE
34, Private, Bachelors, Married-civ-spouse, Protective-serv, Black, Male,30, United-States,FALSE
26, Private, HS-grad, Never-married, Machine-op-inspct, Black, Female,40, United-States,FALSE
53, Private, Some-college, Married-civ-spouse, Prof-specialty, White, Male,40, United-States,FALSE
60, Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,35, United-States,TRUE
49, Local-gov, Masters, Separated, Prof-specialty, White, Female,50, United-States,FALSE
40, Private, Some-college, Divorced, Exec-managerial, White, Female,40, United-States,FALSE
48, Self-emp-inc, 10th, Married-civ-spouse, Farming-fishing, White, Male,80, United-States,FALSE
23, Private, Bachelors, Never-married, Prof-specialty, White, Male,50, United-States,FALSE
68, ?, 7th-8th, Widowed, ?, Black, Male,10, United-States,FALSE
42, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, White, Male,40, United-States,TRUE
37, Self-emp-not-inc, HS-grad, Never-married, Farming-fishing, White, Male,85, United-States,FALSE
27, Private, HS-grad, Never-married, Craft-repair, White, Female,45, United-States,FALSE
38, Private, Some-college, Married-civ-spouse, Exec-managerial, White, Male,44, United-States,TRUE
27, Private, HS-grad, Never-married, Craft-repair, White, Male,35, Ireland,FALSE
75, Private, HS-grad, Widowed, Adm-clerical, White, Female,40, United-States,FALSE
49, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, White, Male,52, United-States,TRUE
27, Private, Some-college, Never-married, Sales, White, Male,20, United-States,FALSE
36, Self-emp-not-inc, Bachelors, Never-married, Farming-fishing, White, Male,50, Mexico,FALSE
36, Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Male,45, United-States,TRUE
35, Private, HS-grad, Divorced, Handlers-cleaners, White, Male,35, United-States,FALSE
36, Private, HS-grad, Married-civ-spouse, Sales, White, Male,40, United-States,TRUE
53, Private, 11th, Married-civ-spouse, Craft-repair, Black, Male,40, United-States,FALSE
27, Private, Some-college, Never-married, Adm-clerical, Black, Female,40, United-States,FALSE
34, Private, HS-grad, Divorced, Craft-repair, White, Male,35, United-States,FALSE
61, Private, Some-college, Married-civ-spouse, Sales, White, Male,44, United-States,TRUE
29, Private, HS-grad, Divorced, Machine-op-inspct, White, Male,56, United-States,FALSE
40, State-gov, Some-college, Divorced, Adm-clerical, Black, Female,35, United-States,FALSE
37, Private, Masters, Never-married, Exec-managerial, White, Male,40, United-States,TRUE
22, Private, 9th, Never-married, Handlers-cleaners, White, Male,30, United-States,FALSE
43, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, White, Male,40, United-States,FALSE
55, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, White, Male,30, United-States,FALSE
28, Private, Some-college, Divorced, Adm-clerical, White, Female,40, United-States,FALSE
23, Private, Bachelors, Never-married, Other-service, White, Female,30, United-States,FALSE
64, Local-gov, 11th, Married-civ-spouse, Craft-repair, Black, Male,40, United-States,TRUE
46, Private, Some-college, Never-married, Handlers-cleaners, White, Male,40, United-States,FALSE
29, Private, Some-college, Never-married, Craft-repair, White, Male,40, United-States,FALSE
44, Private, Masters, Married-civ-spouse, Exec-managerial, Asian-Pac-Islander, Male,48, India,FALSE
20, Private, Some-college, Never-married, Prof-specialty, White, Male,25, United-States,FALSE
62, Self-emp-not-inc, Some-college, Divorced, Sales, White, Male,40, United-States,FALSE
49, Private, Assoc-voc, Never-married, Exec-managerial, White, Female,35, Columbia,FALSE
29, Private, 10th, Married-civ-spouse, Farming-fishing, Amer-Indian-Eskimo, Female,40, United-States,FALSE
35, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, White, Male,60, Japan,FALSE
39, Local-gov, 11th, Married-civ-spouse, Transport-moving, White, Male,30, United-States,FALSE
39, Private, Bachelors, Never-married, Exec-managerial, White, Male,45, United-States,FALSE
37, Private, HS-grad, Divorced, Machine-op-inspct, White, Female,32, United-States,FALSE
38, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, White, Male,30, Mexico,FALSE
72, ?, HS-grad, Married-civ-spouse, ?, White, Male,8, United-States,FALSE
31, Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, White, Male,40, United-States,FALSE
55, Private, 7th-8th, Married-civ-spouse, Craft-repair, White, Male,60, United-States,FALSE
38, Private, Some-college, Separated, Other-service, White, Female,40, United-States,FALSE
33, Private, Some-college, Divorced, Sales, White, Female,25, United-States,FALSE
25, Private, Assoc-acdm, Never-married, Adm-clerical, White, Female,40, United-States,FALSE
19, ?, Some-college, Never-married, ?, White, Male,30, United-States,FALSE
37, Private, Assoc-voc, Divorced, Tech-support, White, Female,52, United-States,FALSE
49, Private, Some-college, Divorced, Tech-support, White, Male,35, United-States,FALSE
26, Private, HS-grad, Never-married, Craft-repair, White, Male,40, United-States,FALSE
35, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male,43, United-States,FALSE
44, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, White, Female,60, United-States,FALSE
37, Private, Masters, Separated, Exec-managerial, White, Male,45, United-States,TRUE
42, Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Male,45, United-States,TRUE
64, State-gov, Doctorate, Never-married, Prof-specialty, White, Female,40, United-States,TRUE
28, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, White, Male,40, United-States,TRUE
35, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, White, Male,50, United-States,FALSE
40, State-gov, Bachelors, Married-civ-spouse, Adm-clerical, White, Male,40, United-States,FALSE
55, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, White, Male,40, United-States,TRUE
21, Private, HS-grad, Never-married, Farming-fishing, White, Male,65, United-States,FALSE
49, Private, Some-college, Never-married, Exec-managerial, Black, Female,40, United-States,FALSE
51, State-gov, Doctorate, Married-civ-spouse, Prof-specialty, White, Male,40, United-States,TRUE
57, Private, Prof-school, Married-civ-spouse, Craft-repair, Asian-Pac-Islander, Male,40, Philippines,TRUE
51, Private, Bachelors, Married-civ-spouse, Craft-repair, White, Male,40, United-States,TRUE
38, Private, 10th, Never-married, Craft-repair, Black, Male,40, ?,FALSE
24, Private, HS-grad, Never-married, Sales, White, Female,32, United-States,FALSE
45, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, White, Male,40, England,FALSE
28, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male,45, United-States,FALSE
42, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, White, Male,60, United-States,TRUE
22, Private, Some-college, Never-married, Other-service, White, Male,40, United-States,FALSE
28, State-gov, Masters, Married-civ-spouse, Exec-managerial, White, Male,40, United-States,FALSE
60, Private, HS-grad, Widowed, Machine-op-inspct, White, Female,40, United-States,FALSE
31, Private, HS-grad, Separated, Machine-op-inspct, White, Female,40, United-States,FALSE
47, Private, Some-college, Married-civ-spouse, Craft-repair, White, Male,75, United-States,TRUE
40, ?, HS-grad, Divorced, ?, White, Male,25, United-States,FALSE
30, Private, HS-grad, Married-AF-spouse, Adm-clerical, White, Male,60, United-States,FALSE
61, Private, Masters, Married-civ-spouse, Sales, White, Male,60, United-States,TRUE
71, Local-gov, Bachelors, Widowed, Prof-specialty, White, Female,6, United-States,FALSE
42, Private, HS-grad, Divorced, Adm-clerical, White, Female,40, United-States,FALSE
44, Local-gov, 12th, Married-civ-spouse, Craft-repair, White, Male,55, United-States,FALSE
46, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, White, Male,60, United-States,TRUE
50, Local-gov, Prof-school, Never-married, Exec-managerial, Black, Female,52, United-States,TRUE
27, State-gov, Bachelors, Never-married, Prof-specialty, White, Male,9, United-States,FALSE
40, ?, Assoc-voc, Married-civ-spouse, ?, White, Male,15, United-States,FALSE
21, Private, Some-college, Never-married, Adm-clerical, White, Female,40, Mexico,FALSE
25, Private, HS-grad, Never-married, Handlers-cleaners, White, Male,35, United-States,FALSE
61, Private, 5th-6th, Divorced, Transport-moving, White, Male,56, United-States,FALSE
54, Private, Some-college, Divorced, Adm-clerical, White, Male,30, United-States,FALSE
31, Private, Bachelors, Never-married, Sales, White, Male,40, United-States,FALSE
53, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, White, Male,30, United-States,FALSE
39, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Exec-managerial, White, Male,55, United-States,TRUE
57, Self-emp-inc, Prof-school, Married-civ-spouse, Transport-moving, White, Male,50, United-States,TRUE
48, Private, Bachelors, Divorced, Sales, White, Female,44, United-States,FALSE
30, Private, Some-college, Married-civ-spouse, Transport-moving, White, Male,56, United-States,TRUE
35, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, White, Male,60, United-States,FALSE
42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, White, Male,50, United-States,FALSE
34, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male,40, United-States,FALSE
59, Private, HS-grad, Married-civ-spouse, Sales, White, Male,40, United-States,TRUE
69, Local-gov, 10th, Married-civ-spouse, Exec-managerial, White, Male,20, United-States,FALSE
29, Private, Some-college, Never-married, Adm-clerical, White, Female,40, United-States,FALSE
40, Private, HS-grad, Married-civ-spouse, Transport-moving, White, Male,40, United-States,FALSE
21, Private, Some-college, Never-married, Other-service, White, Male,15, United-States,FALSE
40, Private, Assoc-acdm, Divorced, Prof-specialty, White, Female,40, United-States,FALSE
43, Private, Some-college, Married-civ-spouse, Craft-repair, White, Male,40, United-States,FALSE
36, Private, HS-grad, Divorced, Handlers-cleaners, White, Male,40, United-States,FALSE
41, Private, HS-grad, Married-spouse-absent, Prof-specialty, Asian-Pac-Islander, Male,40, Japan,TRUE
72, ?, HS-grad, Widowed, ?, White, Male,30, United-States,FALSE
20, Private, Some-college, Never-married, Transport-moving, White, Male,30, United-States,FALSE
41, Local-gov, Bachelors, Widowed, Adm-clerical, White, Female,40, United-States,FALSE
34, Private, Some-college, Divorced, Exec-managerial, White, Male,50, United-States,FALSE
48, Private, 11th, Divorced, Other-service, Black, Female,40, United-States,FALSE
27, Private, HS-grad, Never-married, Exec-managerial, White, Female,40, United-States,FALSE
35, Private, Some-college, Married-civ-spouse, Exec-managerial, White, Male,60, United-States,TRUE
28, ?, HS-grad, Never-married, ?, Black, Male,40, United-States,FALSE
27, Private, HS-grad, Never-married, Craft-repair, Black, Male,40, United-States,FALSE
20, Private, Some-college, Never-married, Sales, White, Male,40, United-States,FALSE
18, Private, Some-college, Never-married, Sales, White, Female,15, United-States,FALSE
32, Private, Bachelors, Married-civ-spouse, Sales, White, Male,40, United-States,FALSE
38, Private, Masters, Married-civ-spouse, Exec-managerial, White, Male,60, United-States,TRUE
23, State-gov, Some-college, Never-married, Other-service, White, Male,40, United-States,FALSE
28, Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,45, United-States,TRUE
40, State-gov, Prof-school, Married-civ-spouse, Prof-specialty, White, Male,38, United-States,TRUE
35, Private, HS-grad, Divorced, Machine-op-inspct, White, Female,40, United-States,FALSE
74, Self-emp-inc, Some-college, Widowed, Exec-managerial, White, Male,40, United-States,FALSE
28, Private, HS-grad, Never-married, Craft-repair, White, Male,40, United-States,FALSE
23, Private, Some-college, Never-married, Handlers-cleaners, White, Male,30, United-States,FALSE
20, Self-emp-not-inc, Some-college, Never-married, Farming-fishing, White, Male,10, United-States,FALSE
44, Private, HS-grad, Divorced, Machine-op-inspct, Black, Female,56, United-States,FALSE
46, Local-gov, HS-grad, Divorced, Adm-clerical, White, Female,25, United-States,FALSE
20, ?, Some-college, Never-married, ?, White, Male,40, United-States,FALSE
51, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, White, Male,50, United-States,TRUE
40, Private, Some-college, Separated, Adm-clerical, White, Female,40, United-States,FALSE
48, Private, Prof-school, Married-civ-spouse, Tech-support, White, Male,40, United-States,TRUE
60, Self-emp-not-inc, 9th, Married-civ-spouse, Farming-fishing, White, Male,84, United-States,FALSE
48, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,40, United-States,TRUE
46, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, White, Female,70, United-States,FALSE
48, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,40, United-States,TRUE
22, ?, HS-grad, Never-married, ?, Black, Female,35, United-States,FALSE
24, Local-gov, Bachelors, Never-married, Prof-specialty, White, Female,40, United-States,FALSE
45, State-gov, Some-college, Divorced, Prof-specialty, White, Female,40, United-States,FALSE
18, Private, 12th, Never-married, Sales, White, Female,35, United-States,FALSE
39, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male,40, United-States,FALSE
65, Self-emp-inc, HS-grad, Married-civ-spouse, Farming-fishing, White, Male,65, United-States,FALSE
22, Private, Some-college, Divorced, Machine-op-inspct, White, Female,40, United-States,FALSE
20, Private, Some-college, Never-married, Other-service, White, Female,20, United-States,FALSE
28, Private, Some-college, Married-civ-spouse, Sales, White, Male,40, United-States,FALSE
46, Private, Prof-school, Married-civ-spouse, Prof-specialty, White, Male,50, United-States,TRUE
42, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,48, United-States,TRUE
61, State-gov, Doctorate, Married-civ-spouse, Prof-specialty, White, Male,40, ?,TRUE
28, Private, Some-college, Married-civ-spouse, Exec-managerial, White, Male,50, United-States,TRUE
18, Private, Some-college, Never-married, Sales, White, Female,20, United-States,FALSE
24, Federal-gov, Bachelors, Never-married, Prof-specialty, Asian-Pac-Islander, Male,40, United-States,FALSE
45, Private, Doctorate, Married-civ-spouse, Prof-specialty, White, Male,56, United-States,TRUE
24, Private, HS-grad, Never-married, Adm-clerical, White, Male,40, United-States,FALSE
44, Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,50, United-States,TRUE
20, Private, Some-college, Never-married, Other-service, White, Male,30, United-States,FALSE
35, Private, Some-college, Married-civ-spouse, Tech-support, White, Male,55, Poland,FALSE
52, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, White, Male,60, United-States,FALSE
25, Private, Assoc-acdm, Never-married, Farming-fishing, White, Male,45, United-States,FALSE
19, Private, 5th-6th, Never-married, Farming-fishing, White, Male,36, Mexico,FALSE
35, ?, Bachelors, Married-civ-spouse, ?, White, Male,20, United-States,FALSE
54, Private, Some-college, Divorced, Adm-clerical, White, Female,40, United-States,FALSE
21, Private, Some-college, Never-married, Craft-repair, White, Male,40, United-States,FALSE
26, Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Female,40, United-States,TRUE
